company,fiscal_year,series,from_number,to_number,count,prev_filed_date_bs,next_filed_date_bs
NGG,79.80,NGG,476,476,1,2079.06.07,2079.06.07
NGG,79.80,NGG,732,732,1,2079.07.16,2079.07.17
NGG,79.80,NGG,980,980,1,2079.08.16,2079.08.16
NGG,79.80,NGG,1022,1024,3,2079.08.21,2079.08.21
NGG,79.80,NGG,1033,1033,1,2079.08.22,2079.08.23
NGG,79.80,NGG,1035,1035,1,2079.08.23,2079.08.23
NGG,79.80,NGG,1044,1048,5,2079.08.25,2079.08.25
NGG,79.80,NGG,1051,1052,2,2079.08.25,2079.08.25
NGG,79.80,NGG,1057,1059,3,2079.08.25,2079.08.26
NGG,79.80,NGG,1062,1062,1,2079.08.26,2079.08.26
NGG,79.80,NGG,1064,1064,1,2079.08.26,2079.08.26
NGG,79.80,NGG,1066,1066,1,2079.08.26,2079.08.27
NGG,79.80,NGG,1080,1080,1,2079.08.27,2079.08.27
NGG,79.80,NGG,1083,1083,1,2079.08.27,2079.08.28
NGG,79.80,NGG,1085,1085,1,2079.08.28,2079.08.28
NGG,79.80,NGG,1092,1092,1,2079.08.28,2079.08.28
NGG,79.80,NGG,1095,1095,1,2079.08.28,2079.08.28
NGG,79.80,NGG,1100,1108,9,2079.08.29,2079.08.29
NGG,79.80,NGG,1113,1116,4,2079.08.29,2079.08.29
NGG,79.80,NGG,1142,1145,4,2079.09.03,2079.09.03
NGG,79.80,NGG,1147,1147,1,2079.09.03,2079.09.04
NGG,79.80,NGG,1149,1149,1,2079.09.04,2079.09.04
NGG,79.80,NGG,1151,1151,1,2079.09.04,2079.09.04
NGG,79.80,NGG,1153,1155,3,2079.09.04,2079.09.05
NGG,79.80,NGG,1158,1162,5,2079.09.05,2079.09.05
NGG,79.80,NGG,1164,1164,1,2079.09.05,2079.09.05
NGG,79.80,NGG,1167,1171,5,2079.09.05,2079.09.06
NGG,79.80,NGG,1173,1187,15,2079.09.06,2079.09.07
NGG,79.80,NGG,1189,1202,14,2079.09.07,2079.09.10
NGG,79.80,NGG,1204,1210,7,2079.09.10,2079.09.10
NGG,79.80,NGG,1212,1213,2,2079.09.10,2079.09.11
NGG,79.80,NGG,1215,1221,7,2079.09.11,2079.09.11
NGG,79.80,NGG,1224,1228,5,2079.09.11,2079.09.12
NGG,79.80,NGG,1230,1232,3,2079.09.12,2079.09.12
NGG,79.80,NGG,1234,1236,3,2079.09.12,2079.09.13
NGG,79.80,NGG,1244,1246,3,2079.09.13,2079.09.13
NGG,79.80,NGG,1248,1249,2,2079.09.13,2079.09.14
NGG,79.80,NGG,1251,1251,1,2079.09.14,2079.09.14
NGG,79.80,NGG,1254,1254,1,2079.09.14,2079.09.14
NGG,79.80,NGG,1257,1257,1,2079.09.14,2079.09.14
NGG,79.80,NGG,1259,1261,3,2079.09.14,2079.09.15
NGG,79.80,NGG,1263,1263,1,2079.09.15,2079.09.15
NGG,79.80,NGG,1267,1267,1,2079.09.15,2079.09.15
NGG,79.80,NGG,1269,1271,3,2079.09.15,2079.09.17
NGG,79.80,NGG,1280,1285,6,2079.09.17,2079.09.18
NGG,79.80,NGG,1287,1287,1,2079.09.18,2079.09.18
NGG,79.80,NGG,1289,1292,4,2079.09.18,2079.09.18
NGG,79.80,NGG,1294,1304,11,2079.09.18,2079.09.19
NGG,79.80,NGG,1306,1309,4,2079.09.19,2079.09.19
NGG,79.80,NGG,1312,1320,9,2079.09.19,2079.09.20
NGG,79.80,NGG,1326,1327,2,2079.09.21,2079.09.21
NGG,79.80,NGG,1329,1330,2,2079.09.21,2079.09.21
NGG,79.80,NGG,1332,1333,2,2079.09.21,2079.09.21
NGG,79.80,NGG,1335,1335,1,2079.09.21,2079.09.21
NGG,79.80,NGG,1337,1337,1,2079.09.21,2079.09.22
NGG,79.80,NGG,1341,1346,6,2079.09.22,2079.09.22
NGG,79.80,NGG,1349,1356,8,2079.09.22,2079.09.24
NGG,79.80,NGG,1358,1359,2,2079.09.24,2079.09.24
NGG,79.80,NGG,1393,1393,1,2079.09.26,2079.09.26
NGG,79.80,NGG,1449,1454,6,2079.09.29,2079.09.29
NGG,79.80,NGG,1456,1456,1,2079.09.29,2079.09.29
NGG,79.80,NGG,1458,1458,1,2079.09.29,2079.10.02
NGG,79.80,NGG,1460,1461,2,2079.10.02,2079.10.02
NGG,79.80,NGG,1464,1466,3,2079.10.02,2079.10.02
NGG,79.80,NGG,1469,1473,5,2079.10.02,2079.10.02
NGG,79.80,NGG,1475,1475,1,2079.10.02,2079.10.02
NGG,79.80,NGG,1477,1480,4,2079.10.02,2079.10.03
NGG,79.80,NGG,1482,1482,1,2079.10.03,2079.10.03
NGG,79.80,NGG,1484,1488,5,2079.10.03,2079.10.03
NGG,79.80,NGG,1490,1491,2,2079.10.03,2079.10.03
NGG,79.80,NGG,1493,1493,1,2079.10.03,2079.10.04
NGG,79.80,NGG,1495,1496,2,2079.10.04,2079.10.04
NGG,79.80,NGG,1502,1503,2,2079.10.04,2079.10.04
NGG,79.80,NGG,1505,1509,5,2079.10.04,2079.10.04
NGG,79.80,NGG,1512,1519,8,2079.10.04,2079.10.05
NGG,79.80,NGG,1521,1526,6,2079.10.05,2079.10.05
NGG,79.80,NGG,1528,1529,2,2079.10.05,2079.10.05
NGG,79.80,NGG,1532,1532,1,2079.10.05,2079.10.06
NGG,79.80,NGG,1534,1534,1,2079.10.06,2079.10.06
NGG,79.80,NGG,1536,1542,7,2079.10.06,2079.10.06
NGG,79.80,NGG,1544,1546,3,2079.10.06,2079.10.06
NGG,79.80,NGG,1548,1548,1,2079.10.06,2079.10.08
NGG,79.80,NGG,1552,1554,3,2079.10.08,2079.10.08
NGG,79.80,NGG,1558,1559,2,2079.10.08,2079.10.08
NGG,79.80,NGG,1562,1564,3,2079.10.08,2079.10.08
NGG,79.80,NGG,1567,1573,7,2079.10.08,2079.10.09
NGG,79.80,NGG,1575,1577,3,2079.10.09,2079.10.09
NGG,79.80,NGG,1580,1581,2,2079.10.09,2079.10.09
NGG,79.80,NGG,1584,1585,2,2079.10.09,2079.10.09
NGG,79.80,NGG,1589,1589,1,2079.10.09,2079.10.09
NGG,79.80,NGG,1594,1601,8,2079.10.09,2079.10.10
NGG,79.80,NGG,1603,1603,1,2079.10.10,2079.10.10
NGG,79.80,NGG,1607,1611,5,2079.10.11,2079.10.11
NGG,79.80,NGG,1613,1614,2,2079.10.11,2079.10.11
NGG,79.80,NGG,1616,1617,2,2079.10.11,2079.10.11
NGG,79.80,NGG,1619,1620,2,2079.10.11,2079.10.12
NGG,79.80,NGG,1623,1623,1,2079.10.12,2079.10.12
NGG,79.80,NGG,1626,1633,8,2079.10.12,2079.10.12
NGG,79.80,NGG,1636,1637,2,2079.10.12,2079.10.12
NGG,79.80,NGG,1640,1642,3,2079.10.12,2079.10.12
NGG,79.80,NGG,1645,1653,9,2079.10.13,2079.10.15
NGG,79.80,NGG,1655,1655,1,2079.10.15,2079.10.15
NGG,79.80,NGG,1657,1661,5,2079.10.15,2079.10.15
NGG,79.80,NGG,1663,1665,3,2079.10.15,2079.10.15
NGG,79.80,NGG,1667,1694,28,2079.10.15,2079.10.17
NGG,79.80,NGG,1696,1701,6,2079.10.17,2079.10.17
NGG,79.80,NGG,1705,1707,3,2079.10.17,2079.10.18
NGG,79.80,NGG,1709,1710,2,2079.10.18,2079.10.18
NGG,79.80,NGG,1714,1718,5,2079.10.18,2079.10.18
NGG,79.80,NGG,1721,1729,9,2079.10.18,2079.10.19
NGG,79.80,NGG,1731,1746,16,2079.10.19,2079.10.19
NGG,79.80,NGG,1749,1750,2,2079.10.19,2079.10.20
NGG,79.80,NGG,1754,1755,2,2079.10.20,2079.10.20
NGG,79.80,NGG,1761,1765,5,2079.10.20,2079.10.22
NGG,79.80,NGG,1768,1770,3,2079.10.22,2079.10.22
NGG,79.80,NGG,1772,1772,1,2079.10.22,2079.10.22
NGG,79.80,NGG,1777,1780,4,2079.10.22,2079.10.22
NGG,79.80,NGG,1782,1785,4,2079.10.22,2079.10.22
NGG,79.80,NGG,1787,1788,2,2079.10.22,2079.10.23
NGG,79.80,NGG,1791,1793,3,2079.10.23,2079.10.23
NGG,79.80,NGG,1797,1798,2,2079.10.23,2079.10.24
NGG,79.80,NGG,1803,1822,20,2079.10.24,2079.10.25
NGG,79.80,NGG,1824,1824,1,2079.10.25,2079.10.25
NGG,79.80,NGG,1826,1829,4,2079.10.25,2079.10.26
NGG,79.80,NGG,1831,1838,8,2079.10.26,2079.10.27
NGG,79.80,NGG,1841,1846,6,2079.10.27,2079.10.29
NGG,79.80,NGG,1848,1852,5,2079.10.29,2079.10.29
NGG,79.80,NGG,1854,1854,1,2079.10.29,2079.10.29
NGG,79.80,NGG,1856,1856,1,2079.10.29,2079.10.29
NGG,79.80,NGG,1858,1867,10,2079.10.29,2079.10.29
NGG,79.80,NGG,1869,1873,5,2079.10.29,2079.11.01
NGG,79.80,NGG,1875,1876,2,2079.11.01,2079.11.01
NGG,79.80,NGG,1878,1878,1,2079.11.01,2079.11.01
NGG,79.80,NGG,1880,1883,4,2079.11.01,2079.11.01
NGG,79.80,NGG,1885,1886,2,2079.11.01,2079.11.02
NGG,79.80,NGG,1888,1904,17,2079.11.02,2079.11.03
NGG,79.80,NGG,1906,1912,7,2079.11.03,2079.11.04
NGG,79.80,NGG,1916,1918,3,2079.11.04,2079.11.04
NGG,79.80,NGG,1920,1920,1,2079.11.04,2079.11.04
NGG,79.80,NGG,1922,1937,16,2079.11.04,2079.11.07
NGG,79.80,NGG,1939,1939,1,2079.11.07,2079.11.07
NGG,79.80,NGG,1942,1943,2,2079.11.07,2079.11.07
NGG,79.80,NGG,1945,1948,4,2079.11.07,2079.11.08
NGG,79.80,NGG,1952,1954,3,2079.11.08,2079.11.08
NGG,79.80,NGG,1956,1962,7,2079.11.08,2079.11.08
NGG,79.80,NGG,1964,1967,4,2079.11.08,2079.11.08
NGG,79.80,NGG,1970,1970,1,2079.11.08,2079.11.08
NGG,79.80,NGG,1973,1977,5,2079.11.08,2079.11.09
NGG,79.80,NGG,1979,1979,1,2079.11.09,2079.11.09
NGG,79.80,NGG,1981,1984,4,2079.11.09,2079.11.10
NGG,79.80,NGG,1989,1996,8,2079.11.10,2079.11.10
NGG,79.80,NGG,1999,2008,10,2079.11.11,2079.11.11
NGG,79.80,NGG,2010,2026,17,2079.11.11,2079.11.14
NGG,79.80,NGG,2032,2035,4,2079.11.14,2079.11.14
NGG,79.80,NGG,2044,2045,2,2079.11.14,2079.11.14
NGG,79.80,NGG,2047,2047,1,2079.11.14,2079.11.15
NGG,79.80,NGG,2051,2055,5,2079.11.15,2079.11.16
NGG,79.80,NGG,2059,2061,3,2079.11.16,2079.11.16
NGG,79.80,NGG,2071,2071,1,2079.11.16,2079.11.17
NGG,79.80,NGG,2073,2075,3,2079.11.17,2079.11.17
NGG,79.80,NGG,2077,2077,1,2079.11.17,2079.11.17
NGG,79.80,NGG,2080,2083,4,2079.11.17,2079.11.17
NGG,79.80,NGG,2086,2098,13,2079.11.17,2079.11.18
NGG,79.80,NGG,2100,2105,6,2079.11.18,2079.11.19
NGG,79.80,NGG,2107,2108,2,2079.11.19,2079.11.19
NGG,79.80,NGG,2110,2116,7,2079.11.19,2079.11.21
NGG,79.80,NGG,2118,2119,2,2079.11.21,2079.11.21
NGG,79.80,NGG,2121,2122,2,2079.11.21,2079.11.21
NGG,79.80,NGG,2124,2126,3,2079.11.21,2079.11.21
NGG,79.80,NGG,2128,2128,1,2079.11.21,2079.11.21
NGG,79.80,NGG,2130,2132,3,2079.11.21,2079.11.21
NGG,79.80,NGG,2134,2134,1,2079.11.21,2079.11.21
NGG,79.80,NGG,2136,2138,3,2079.11.21,2079.11.21
NGG,79.80,NGG,2140,2145,6,2079.11.21,2079.11.21
NGG,79.80,NGG,2147,2147,1,2079.11.21,2079.11.21
NGG,79.80,NGG,2149,2151,3,2079.11.21,2079.11.22
NGG,79.80,NGG,2153,2153,1,2079.11.22,2079.11.22
NGG,79.80,NGG,2155,2158,4,2079.11.22,2079.11.22
NGG,79.80,NGG,2161,2162,2,2079.11.22,2079.11.22
NGG,79.80,NGG,2164,2164,1,2079.11.22,2079.11.22
NGG,79.80,NGG,2166,2168,3,2079.11.22,2079.11.24
NGG,79.80,NGG,2170,2174,5,2079.11.24,2079.11.24
NGG,79.80,NGG,2176,2182,7,2079.11.24,2079.11.25
NGG,79.80,NGG,2184,2187,4,2079.11.25,2079.11.25
NGG,79.80,NGG,2190,2193,4,2079.11.26,2079.11.26
NGG,79.80,NGG,2195,2208,14,2079.11.26,2079.11.28
NGG,79.80,NGG,2210,2214,5,2079.11.28,2079.11.28
NGG,79.80,NGG,2216,2216,1,2079.11.28,2079.11.28
NGG,79.80,NGG,2219,2219,1,2079.11.28,2079.11.28
NGG,79.80,NGG,2224,2224,1,2079.11.28,2079.11.28
NGG,79.80,NGG,2228,2238,11,2079.11.28,2079.11.29
NGG,79.80,NGG,2240,2241,2,2079.11.29,2079.11.30
NGG,79.80,NGG,2243,2245,3,2079.11.30,2079.11.30
NGG,79.80,NGG,2247,2250,4,2079.11.30,2079.11.30
NGG,79.80,NGG,2252,2252,1,2079.11.30,2079.11.30
NGG,79.80,NGG,2254,2275,22,2079.11.30,2079.12.03
NGG,79.80,NGG,2277,2289,13,2079.12.03,2079.12.03
NGG,79.80,NGG,2291,2291,1,2079.12.03,2079.12.03
NGG,79.80,NGG,2293,2303,11,2079.12.03,2079.12.05
NGG,79.80,NGG,2305,2322,18,2079.12.05,2079.12.05
NGG,79.80,NGG,2324,2331,8,2079.12.05,2079.12.06
NGG,79.80,NGG,2333,2342,10,2079.12.06,2079.12.07
NGG,79.80,NGG,2344,2346,3,2079.12.07,2079.12.07
NGG,79.80,NGG,2348,2348,1,2079.12.07,2079.12.07
NGG,79.80,NGG,2350,2353,4,2079.12.07,2079.12.07
NGG,79.80,NGG,2611,2614,4,2079.12.27,2079.12.27
NGG,79.80,NGG,2625,2625,1,2079.12.27,2079.12.27
NGG,79.80,NGG,2737,2739,3,2080.01.07,2080.01.08
NGG,79.80,NGG,2742,2744,3,2080.01.08,2080.01.08
NGG,79.80,NGG,2749,2752,4,2080.01.08,2080.01.08
NGG,79.80,NGG,2865,2866,2,2080.01.15,2080.01.15
NGG,79.80,NGG,2991,2993,3,2080.01.24,2080.01.24
NGG,79.80,NGG,2995,2995,1,2080.01.24,2080.01.24
NGG,79.80,NGG,2997,3001,5,2080.01.24,2080.01.25
NGG,79.80,NGG,3105,3107,3,2080.02.02,2080.02.02
NGG,79.80,NGG,3115,3115,1,2080.02.02,2080.02.02
NGG,79.80,RTN,3,3,1,2079.04.04,2079.04.05
NGG,80.81,RTN,152,153,2,2080.12.29,2081.01.10
NGG,80.81,RTN,155,155,1,2081.01.10,2081.01.10
NGG,80.81,RTN,158,158,1,2081.01.23,2081.01.23
NGG,80.81,RTN,161,162,2,2081.01.30,2081.02.20
NGG,80.81,RTN,169,170,2,2081.02.32,2081.03.25
NGG,80.81,RTN,173,173,1,2081.03.30,2081.03.31
NGG,82.83,NGG,184,184,1,2082.04.20,2082.04.21
NGG,82.83,NGG,379,379,1,2082.05.09,2082.05.09
NGG,82.83,NGG,1794,1794,1,2082.10.04,2082.10.05
NGG,82.83,RTN,38,38,1,2082.12.25,2083.01.09
NGI,NGI-80.81,RTN,28,28,1,2080.04.08,2080.04.09
NGI,NGI-80.81,RTN,178,178,1,2080.05.07,2080.05.08
NGI,NGI-80.81,RTN,188,188,1,2080.05.12,2080.05.12
NGI,NGI-80.81,RTN,191,191,1,2080.05.12,2080.05.12
NGI,NGI-80.81,RTN,247,247,1,2080.05.22,2080.05.24
NGI,NGI-80.81,RTN,253,253,1,2080.05.26,2080.05.26
NGI,NGI-80.81,RTN,370,370,1,2080.06.15,2080.06.16
NGI,NGI-80.81,RTN,472,472,1,2080.06.29,2080.06.29
NGI,NGI-80.81,RTN,523,523,1,2080.07.16,2080.07.16
NGI,NGI-80.81,RTN,593,593,1,2080.08.03,2080.08.03
NGI,NGI-80.81,RTN,657,657,1,2080.08.17,2080.08.17
NGI,NGI-80.81,RTN,1018,1018,1,2080.10.17,2080.10.18
NGI,NGI-80.81,RTN,1100,1100,1,2080.10.28,2080.10.28
NGI,NGI-80.81,RTN,1150,1150,1,2080.11.08,2080.11.10
NGI,NGI-80.81,RTN,1305,1305,1,2080.12.07,2080.12.07
NGI,NGI-81.82,NGI,13531,13531,1,2081.09.15,2081.09.15
NGI,NGI-81.82,NGI,28005,28005,1,2082.02.16,2082.02.16
NGI,NGI-81.82,NGI,31261,31261,1,2082.03.30,2082.03.30
NGI,NGI-81.82,NGI,31277,31277,1,2082.03.30,2082.03.30
NGI,NGI-81.82,RTN,255,255,1,2081.05.26,2081.05.26
NGI,NGI-82.83,NGI,10100,10100,1,2082.08.14,2082.08.14
NGI,NGI-82.83,NGI,10115,10115,1,2082.08.14,2082.08.14
NGI,NGI-82.83,NGI,10117,10117,1,2082.08.14,2082.08.14
NGI,NGI-82.83,NGI,31049,31049,1,2083.02.25,2083.02.25
NGI,NGI-82.83,NGI,31214,31214,1,2083.02.26,2083.02.26
NGI,NGI-82.83,NGI,32700,32700,1,2083.03.04,2083.03.04
NGI,NGI-82.83,NGI,32877,32877,1,2083.03.05,2083.03.05
NGI,NGI-82.83,RTN,437,437,1,2082.08.22,2082.08.25
NGK,NGK-79.80,NGK,858,858,1,2079.08.26,2079.08.26
NGK,NGK-79.80,NGK,2043,2057,15,2080.02.32,2080.03.03
NGK,NGK-79.80,NGK,2059,2101,43,2080.03.03,2080.03.08
NGK,NGK-79.80,NGK,2103,2127,25,2080.03.08,2080.03.13
NGK,NGK-79.80,NGK,2245,2245,1,2080.03.29,2080.03.29
NGK,NGK-79.80,RTN,300,300,1,2079.12.07,2079.12.09
NGK,NGK-79.80,RTN,312,312,1,2079.12.12,2079.12.14
NGK,NGK-79.80,RTN,370,418,49,2080.01.31,2080.03.01
NGK,NGK-80.81,RTN,150,167,18,2080.06.23,2080.06.26
NGK,NGK-81.82,NGK,963,963,1,2081.07.02,2081.07.02
NGK,NGK-81.82,NGK,992,992,1,2081.07.05,2081.07.05
NGK,NGK-81.82,NGK,3567,3569,3,2082.03.13,2082.03.13
NGK,NGK-81.82,NGK,3572,3576,5,2082.03.13,2082.03.13
NGK,NGK-81.82,NGK,3578,3578,1,2082.03.13,2082.03.13
NGK,NGK-81.82,NGK,3581,3582,2,2082.03.13,2082.03.13
NGK,NGK-81.82,NGK,3585,3585,1,2082.03.13,2082.03.13
NGK,NGK-81.82,NGK,3587,3589,3,2082.03.13,2082.03.15
NGK,NGK-81.82,NGK,3591,3591,1,2082.03.15,2082.03.15
NGK,NGK-81.82,NGK,3594,3597,4,2082.03.15,2082.03.15
NGK,NGK-81.82,NGK,3606,3607,2,2082.03.16,2082.03.16
NGK,NGK-81.82,NGK,3614,3615,2,2082.03.16,2082.03.17
NGK,NGK-81.82,NGK,3626,3626,1,2082.03.18,2082.03.18
NGK,NGK-81.82,NGK,3629,3630,2,2082.03.18,2082.03.18
NGK,NGK-81.82,NGK,3636,3637,2,2082.03.19,2082.03.19
NGK,NGK-81.82,NGK,3641,3641,1,2082.03.19,2082.03.19
NGK,NGK-81.82,NGK,3644,3646,3,2082.03.19,2082.03.19
NGK,NGK-81.82,NGK,3649,3653,5,2082.03.19,2082.03.20
NGK,NGK-81.82,NGK,3664,3667,4,2082.03.20,2082.03.22
NGK,NGK-81.82,NGK,3670,3672,3,2082.03.22,2082.03.23
NGK,NGK-81.82,NGK,3674,3674,1,2082.03.23,2082.03.23
NGK,NGK-81.82,NGK,3681,3681,1,2082.03.23,2082.03.23
NGK,NGK-81.82,NGK,3688,3688,1,2082.03.23,2082.03.24
NGK,NGK-81.82,NGK,3691,3691,1,2082.03.24,2082.03.24
NGK,NGK-81.82,NGK,3696,3697,2,2082.03.24,2082.03.24
NGK,NGK-81.82,NGK,3699,3701,3,2082.03.24,2082.03.24
NGK,NGK-81.82,NGK,3704,3709,6,2082.03.25,2082.03.25
NGK,NGK-81.82,NGK,3713,3713,1,2082.03.25,2082.03.26
NGK,NGK-81.82,NGK,3715,3715,1,2082.03.26,2082.03.26
NGK,NGK-81.82,NGK,3717,3720,4,2082.03.26,2082.03.26
NGK,NGK-81.82,NGK,3730,3749,20,2082.03.27,2082.03.29
NGK,NGK-81.82,NGK,3753,3767,15,2082.03.29,2082.03.31
NGK,NGK-81.82,NGK,3771,3771,1,2082.03.31,2082.03.31
NGK,NGK-81.82,NGK,3782,3782,1,2082.03.32,2082.03.32
NGK,NGK-81.82,RTN,68,69,2,2081.05.09,2081.05.10
NGK,NGK-81.82,RTN,502,502,1,2082.02.04,2082.02.05
NGK,NGK-81.82,RTN,535,535,1,2082.03.12,2082.03.15
NGK,NGK-81.82,RTN,537,538,2,2082.03.15,2082.03.15
NGK,NGK-81.82,RTN,541,541,1,2082.03.17,2082.03.19
NGK,NGK-82.83,NGK,5,5,1,2082.04.01,2082.04.01
NGK,NGK-82.83,NGK,8,12,5,2082.04.01,2082.04.02
NGK,NGK-82.83,NGK,19,20,2,2082.04.02,2082.04.02
NGK,NGK-82.83,NGK,29,29,1,2082.04.04,2082.04.04
NGK,NGK-82.83,NGK,48,48,1,2082.04.05,2082.04.05
NGK,NGK-82.83,NGK,50,53,4,2082.04.05,2082.04.05
NGK,NGK-82.83,NGK,58,58,1,2082.04.05,2082.04.06
NGK,NGK-82.83,NGK,72,80,9,2082.04.07,2082.04.08
NGK,NGK-82.83,NGK,88,88,1,2082.04.08,2082.04.08
NGK,NGK-82.83,NGK,95,105,11,2082.04.08,2082.04.11
NGK,NGK-82.83,NGK,114,114,1,2082.04.11,2082.04.11
NGK,NGK-82.83,NGK,116,116,1,2082.04.11,2082.04.11
NGK,NGK-82.83,NGK,119,122,4,2082.04.11,2082.04.11
NGK,NGK-82.83,NGK,125,125,1,2082.04.11,2082.04.11
NGK,NGK-82.83,NGK,129,129,1,2082.04.11,2082.04.12
NGK,NGK-82.83,NGK,147,147,1,2082.04.13,2082.04.13
NGK,NGK-82.83,NGK,172,172,1,2082.04.15,2082.04.15
NGK,NGK-82.83,NGK,187,215,29,2082.04.16,2082.04.19
NGK,NGK-82.83,NGK,217,226,10,2082.04.19,2082.04.20
NGK,NGK-82.83,NGK,236,236,1,2082.04.20,2082.04.22
NGK,NGK-82.83,NGK,334,334,1,2082.04.29,2082.04.29
NGK,NGK-82.83,NGK,423,423,1,2082.05.08,2082.05.08
NGK,NGK-82.83,NGK,425,425,1,2082.05.08,2082.05.08
NGK,NGK-82.83,NGK,481,481,1,2082.05.12,2082.05.12
NGK,NGK-82.83,NGK,503,503,1,2082.05.15,2082.05.15
NGK,NGK-82.83,NGK,547,557,11,2082.05.18,2082.05.20
NGK,NGK-82.83,NGK,598,598,1,2082.05.23,2082.05.24
NGK,NGK-82.83,NGK,766,766,1,2082.06.07,2082.06.07
NGK,NGK-82.83,NGK,791,791,1,2082.06.08,2082.06.08
NGK,NGK-82.83,NGK,807,807,1,2082.06.09,2082.06.09
NGK,NGK-82.83,NGK,821,821,1,2082.06.10,2082.06.10
NGK,NGK-82.83,NGK,827,827,1,2082.06.10,2082.06.10
NGK,NGK-82.83,NGK,869,870,2,2082.06.19,2082.06.19
NGK,NGK-82.83,NGK,888,888,1,2082.06.20,2082.06.20
NGK,NGK-82.83,NGK,909,910,2,2082.06.21,2082.06.21
NGK,NGK-82.83,NGK,912,912,1,2082.06.21,2082.06.21
NGK,NGK-82.83,NGK,965,965,1,2082.06.27,2082.06.27
NGK,NGK-82.83,NGK,1027,1027,1,2082.06.31,2082.06.31
NGK,NGK-82.83,NGK,1043,1043,1,2082.07.01,2082.07.01
NGK,NGK-82.83,NGK,1055,1055,1,2082.07.01,2082.07.01
NGK,NGK-82.83,NGK,1064,1064,1,2082.07.02,2082.07.02
NGK,NGK-82.83,NGK,1084,1084,1,2082.07.09,2082.07.09
NGK,NGK-82.83,NGK,1094,1094,1,2082.07.09,2082.07.09
NGK,NGK-82.83,NGK,1097,1097,1,2082.07.09,2082.07.09
NGK,NGK-82.83,NGK,1239,1239,1,2082.07.20,2082.07.21
NGK,NGK-82.83,NGK,1251,1251,1,2082.07.23,2082.07.23
NGK,NGK-82.83,NGK,1273,1273,1,2082.07.23,2082.07.24
NGK,NGK-82.83,NGK,1275,1275,1,2082.07.24,2082.07.24
NGK,NGK-82.83,NGK,1291,1291,1,2082.07.26,2082.07.26
